"","Gene","Tratamiento","Tejido","Estres","Tiempo","Replica","Expresion_TPM"
"8971","Gene_181","DrugA","Cerebro","Alto","48h",28,14.5545254109787
"8972","Gene_007","RNAi","Cerebro","Medio","72h",10,12.7792114127793
"8973","Gene_060","CRISPR","Rinon","Alto","72h",26,9.34903529689298
"8974","Gene_178","DrugA","Higado","Bajo","72h",14,6.57744049616109
"8975","Gene_179","DrugA","Higado","Bajo","72h",16,7.24912890743613
"8976","Gene_063","RNAi","Musculo","Alto","72h",2,NA
"8977","Gene_024","RNAi","Higado","Alto","24h",17,3.09525313193168
"8978","Gene_047","DrugB","Musculo","Medio","72h",10,12.7072888015391
"8979","Gene_008","Control","Higado","Medio","48h",4,4.7777989776503
"8980","Gene_119","DrugB","Cerebro","Bajo","72h",12,18.6452292783917
"8981","Gene_150","DrugA","Higado","Bajo","24h",28,7.51748402435224
"8982","Gene_190","RNAi","Cerebro","Alto","48h",8,2.7828380656391
"8983","Gene_052","CRISPR","Musculo","Bajo","48h",23,4.55919130968129
"8984","Gene_109","CRISPR","Rinon","Alto","24h",2,5.77057052150639
"8985","Gene_022","CRISPR","Rinon","Medio","72h",28,3.77331385448769
"8986","Gene_160","CRISPR","Cerebro","Medio","72h",15,7.23662350009697
"8987","Gene_091","RNAi","Rinon","Bajo","48h",5,6.94224428990669
"8988","Gene_003","RNAi","Musculo","Alto","24h",26,2.58102766600982
"8989","Gene_194","DrugB","Higado","Alto","48h",2,11.5268721616908
"8990","Gene_171","Control","Higado","Medio","24h",6,13.574194619898
"8991","Gene_059","CRISPR","Higado","Bajo","72h",9,5.10434512764781
"8992","Gene_055","CRISPR","Rinon","Bajo","72h",29,4.33055837327251
"8993","Gene_079","Control","Musculo","Alto","48h",9,8.57281530911498
"8994","Gene_140","DrugB","Cerebro","Bajo","72h",19,6.4476593070161
"8995","Gene_111","DrugB","Higado","Medio","24h",26,9.03406243700727
"8996","Gene_063","DrugB","Musculo","Alto","24h",25,1.7585635654998
"8997","Gene_076","DrugB","Musculo","Medio","24h",18,9.1977483261499
"8998","Gene_171","DrugB","Higado","Medio","48h",21,13.3695748198113
"8999","Gene_175","CRISPR","Cerebro","Bajo","72h",19,6.71980762064447
"9000","Gene_081","Control","Rinon","Bajo","48h",8,14.6799059700049
"9001","Gene_157","RNAi","Cerebro","Bajo","48h",11,13.4597219954173
"9002","Gene_016","RNAi","Cerebro","Medio","48h",25,7.44588754270658
"9003","Gene_024","RNAi","Musculo","Alto","48h",13,9.95135421991652
"9004","Gene_142","CRISPR","Cerebro","Medio","24h",23,3.916822977454
"9005","Gene_009","DrugB","Musculo","Alto","72h",2,8.46435590152002
"9006","Gene_169","DrugB","Cerebro","Medio","24h",22,4.64339145800856
"9007","Gene_005","DrugA","Cerebro","Bajo","24h",29,10.0500801750374
"9008","Gene_159","RNAi","Musculo","Bajo","48h",23,2.96415765872587
"9009","Gene_027","RNAi","Musculo","Alto","48h",12,4.44739402296981
"9010","Gene_174","CRISPR","Musculo","Bajo","72h",11,11.7698794517033
"9011","Gene_183","CRISPR","Musculo","Alto","72h",11,6.07983562790341
"9012","Gene_100","DrugB","Musculo","Alto","72h",29,11.0957512373863
"9013","Gene_033","RNAi","Musculo","Medio","24h",16,5.80937923185116
"9014","Gene_137","Control","Musculo","Medio","72h",17,13.3587901592722
"9015","Gene_027","DrugB","Cerebro","Bajo","24h",1,14.9821746699971
"9016","Gene_123","CRISPR","Cerebro","Medio","48h",24,2.89546717057364
"9017","Gene_006","RNAi","Musculo","Alto","48h",14,16.2146134785154
"9018","Gene_169","DrugB","Rinon","Medio","24h",13,7.10745884795005
"9019","Gene_117","CRISPR","Higado","Alto","48h",9,6.7164964320509
"9020","Gene_196","Control","Cerebro","Bajo","24h",15,8.76608122029745
"9021","Gene_066","CRISPR","Rinon","Alto","24h",19,3.47040308772468
"9022","Gene_081","DrugB","Cerebro","Bajo","24h",15,6.58685606282781
"9023","Gene_108","DrugB","Musculo","Bajo","48h",7,3.08939644023538
"9024","Gene_043","RNAi","Musculo","Medio","24h",17,21.2536921082546
"9025","Gene_186","Control","Higado","Alto","72h",24,11.9882488016128
"9026","Gene_035","RNAi","Higado","Medio","48h",26,7.27801107561687
"9027","Gene_078","DrugB","Cerebro","Medio","24h",28,4.8072090054212
"9028","Gene_126","Control","Higado","Alto","72h",3,8.21753907591077
"9029","Gene_111","DrugA","Higado","Medio","24h",5,12.8888483152293
"9030","Gene_129","DrugA","Musculo","Alto","72h",21,11.5432164382056
"9031","Gene_113","DrugB","Higado","Medio","72h",9,9.84106532554015
"9032","Gene_089","CRISPR","Rinon","Bajo","24h",13,6.71380433643519
"9033","Gene_028","DrugA","Musculo","Bajo","24h",21,4.96998236485455
"9034","Gene_120","DrugA","Musculo","Bajo","24h",3,3.42090215674701
"9035","Gene_102","CRISPR","Higado","Bajo","48h",1,7.82808875867013
"9036","Gene_142","DrugB","Musculo","Medio","72h",5,13.2340785978573
"9037","Gene_055","CRISPR","Higado","Bajo","48h",14,5.43044570565732
"9038","Gene_001","DrugA","Musculo","Alto","24h",22,9.4598570002078
"9039","Gene_160","Control","Musculo","Bajo","72h",14,4.38962624188207
"9040","Gene_180","Control","Cerebro","Alto","72h",1,22.5350928283339
"9041","Gene_181","Control","Musculo","Bajo","24h",27,14.298186134841
"9042","Gene_156","DrugB","Rinon","Bajo","24h",28,10.5608009666454
"9043","Gene_101","DrugA","Higado","Alto","48h",8,16.350718754154
"9044","Gene_117","Control","Cerebro","Bajo","72h",24,NA
"9045","Gene_131","CRISPR","Rinon","Alto","72h",15,6.42885488294274
"9046","Gene_122","DrugB","Musculo","Alto","24h",28,6.70961429344592
"9047","Gene_129","Control","Rinon","Alto","24h",10,2.88087086875061
"9048","Gene_112","RNAi","Musculo","Alto","72h",8,6.93124921150116
"9049","Gene_040","CRISPR","Rinon","Bajo","24h",1,7.66538719343868
"9050","Gene_095","RNAi","Higado","Bajo","48h",15,13.5741699253662
"9051","Gene_045","DrugA","Musculo","Medio","72h",21,8.4242074180433
"9052","Gene_174","DrugA","Cerebro","Medio","24h",4,7.73811012494833
"9053","Gene_024","CRISPR","Rinon","Bajo","24h",2,6.50275085451641
"9054","Gene_146","RNAi","Higado","Alto","48h",29,12.7279021549203
"9055","Gene_168","DrugA","Rinon","Alto","72h",14,3.72460439146139
"9056","Gene_004","CRISPR","Musculo","Medio","24h",1,4.65834787355114
"9057","Gene_017","DrugB","Cerebro","Bajo","72h",19,2.57201257001171
"9058","Gene_105","Control","Higado","Bajo","24h",18,5.0901077811646
"9059","Gene_029","DrugA","Cerebro","Alto","72h",22,13.0526612820266
"9060","Gene_191","RNAi","Cerebro","Alto","48h",24,8.61280629678073
"9061","Gene_152","Control","Rinon","Medio","48h",2,4.78804630155866
"9062","Gene_180","CRISPR","Cerebro","Medio","48h",26,3.05225682850835
"9063","Gene_012","DrugB","Rinon","Medio","48h",4,6.28402192927421
"9064","Gene_161","RNAi","Cerebro","Bajo","24h",24,5.48109173336974
"9065","Gene_134","DrugB","Musculo","Alto","48h",7,9.28640875289689
"9066","Gene_005","DrugA","Musculo","Medio","24h",17,NA
"9067","Gene_121","DrugB","Musculo","Medio","48h",22,14.6606208230404
"9068","Gene_079","DrugB","Higado","Medio","48h",17,4.45761267608138
"9069","Gene_124","Control","Rinon","Medio","48h",3,7.86716610986541
"9070","Gene_132","DrugB","Musculo","Medio","72h",3,15.7370444704683
"9071","Gene_108","DrugB","Rinon","Alto","24h",16,7.86948358227169
"9072","Gene_135","Control","Musculo","Medio","72h",6,5.86315571219685
"9073","Gene_061","Control","Higado","Alto","24h",20,3.81345925504147
"9074","Gene_046","RNAi","Higado","Alto","24h",24,8.52170847526553
"9075","Gene_116","Control","Cerebro","Bajo","72h",24,3.075175718393
"9076","Gene_130","CRISPR","Cerebro","Alto","48h",4,17.8824038919021
"9077","Gene_042","DrugB","Musculo","Alto","72h",2,9.7915924808283
"9078","Gene_096","Control","Higado","Alto","24h",5,11.1912916590676
"9079","Gene_049","RNAi","Musculo","Bajo","24h",16,10.7340235903656
"9080","Gene_054","RNAi","Cerebro","Alto","24h",19,10.0016697138111
"9081","Gene_133","CRISPR","Musculo","Bajo","72h",24,4.65345062555582
"9082","Gene_099","DrugB","Musculo","Medio","72h",17,13.3352926426992
"9083","Gene_101","RNAi","Rinon","Bajo","48h",30,NA
"9084","Gene_113","DrugA","Musculo","Medio","72h",11,6.32311355026223
"9085","Gene_101","DrugA","Cerebro","Bajo","24h",2,9.09432988173236
"9086","Gene_136","RNAi","Musculo","Bajo","72h",23,10.6764965631818
"9087","Gene_165","CRISPR","Rinon","Medio","24h",5,6.43238054734617
"9088","Gene_099","DrugA","Rinon","Medio","24h",29,5.74113971088818
"9089","Gene_036","DrugA","Cerebro","Alto","72h",20,3.55313962122978
"9090","Gene_198","Control","Rinon","Alto","48h",11,9.34218685196299
"9091","Gene_140","Control","Musculo","Bajo","24h",9,13.0972123083158
"9092","Gene_144","RNAi","Cerebro","Medio","48h",14,7.92903566139732
"9093","Gene_077","DrugA","Cerebro","Bajo","48h",9,8.41863329674221
"9094","Gene_131","DrugA","Rinon","Alto","48h",19,6.47784810095119
"9095","Gene_087","CRISPR","Higado","Bajo","24h",2,5.74347734163969
"9096","Gene_011","DrugA","Rinon","Medio","48h",1,18.9616375639981
"9097","Gene_172","Control","Musculo","Alto","72h",21,6.04945581517352
"9098","Gene_173","DrugA","Higado","Medio","72h",13,2.79665287458325
"9099","Gene_171","RNAi","Rinon","Bajo","24h",2,4.71629237440792
"9100","Gene_050","CRISPR","Rinon","Medio","72h",14,5.45596977011281
"9101","Gene_099","RNAi","Cerebro","Alto","48h",27,6.06622915105917
"9102","Gene_117","RNAi","Musculo","Medio","48h",20,9.68755993171852
"9103","Gene_183","Control","Musculo","Bajo","72h",21,5.26107006617698
"9104","Gene_081","CRISPR","Cerebro","Medio","48h",8,6.20311260043351
"9105","Gene_066","DrugA","Musculo","Medio","48h",28,10.0196134351182
"9106","Gene_047","CRISPR","Musculo","Medio","24h",19,7.56162627372142
"9107","Gene_128","DrugA","Rinon","Bajo","72h",20,9.52224528699758
"9108","Gene_134","DrugB","Cerebro","Medio","72h",5,8.47122557270933
"9109","Gene_001","DrugA","Musculo","Bajo","48h",11,9.99692631344785
"9110","Gene_115","RNAi","Rinon","Alto","72h",13,4.3248994883521
"9111","Gene_029","DrugA","Musculo","Bajo","24h",9,4.19037655507284
"9112","Gene_060","Control","Musculo","Medio","48h",22,4.87978704819871
"9113","Gene_065","CRISPR","Musculo","Bajo","48h",6,10.1624349284632
"9114","Gene_195","DrugB","Higado","Bajo","48h",30,1.45223908546541
"9115","Gene_196","RNAi","Musculo","Bajo","24h",17,9.16560130734488
"9116","Gene_060","RNAi","Musculo","Alto","24h",5,11.162652517055
"9117","Gene_094","DrugA","Rinon","Medio","48h",20,5.66347969018585
"9118","Gene_066","DrugA","Cerebro","Bajo","72h",30,14.3525528829828
"9119","Gene_149","Control","Rinon","Alto","72h",10,6.89278901579149
"9120","Gene_139","RNAi","Higado","Bajo","48h",3,7.84599324388017
"9121","Gene_091","DrugB","Musculo","Medio","72h",7,9.03424902384794
"9122","Gene_141","RNAi","Rinon","Alto","24h",10,4.34520131563443
"9123","Gene_194","DrugB","Cerebro","Medio","72h",6,4.94240573390201
"9124","Gene_088","RNAi","Musculo","Alto","24h",9,2.70450390519901
"9125","Gene_145","DrugB","Rinon","Medio","72h",20,2.20643886800781
"9126","Gene_126","Control","Higado","Medio","24h",25,9.19766830071073
"9127","Gene_162","Control","Cerebro","Alto","48h",16,4.9788377649401
"9128","Gene_105","Control","Musculo","Alto","48h",11,4.35415518009628
"9129","Gene_032","DrugB","Higado","Alto","72h",6,6.10531620906274
"9130","Gene_170","Control","Rinon","Bajo","72h",1,3.91751409093305
"9131","Gene_147","DrugA","Cerebro","Alto","48h",18,6.73024105345097
"9132","Gene_048","DrugA","Higado","Medio","48h",5,2.85876802647092
"9133","Gene_183","Control","Higado","Medio","24h",26,4.54838575113858
"9134","Gene_173","DrugB","Higado","Medio","48h",18,6.53662733600197
"9135","Gene_160","DrugB","Musculo","Medio","72h",14,7.54108962385369
"9136","Gene_156","Control","Cerebro","Medio","72h",2,4.62476380538863
"9137","Gene_041","DrugB","Musculo","Medio","24h",30,12.0661918259478
"9138","Gene_163","DrugA","Cerebro","Medio","48h",1,12.2393763832692
"9139","Gene_126","RNAi","Higado","Medio","24h",14,13.2563916850419
"9140","Gene_076","RNAi","Rinon","Medio","72h",29,5.57578540693598
"9141","Gene_077","CRISPR","Higado","Medio","24h",23,6.96433535751457
"9142","Gene_140","CRISPR","Musculo","Medio","48h",3,12.9415064920799
"9143","Gene_103","DrugB","Rinon","Alto","24h",1,4.81666493362803
"9144","Gene_060","CRISPR","Higado","Bajo","72h",23,15.2670465037217
"9145","Gene_142","DrugB","Higado","Bajo","72h",20,6.48773526372711
"9146","Gene_010","DrugB","Higado","Bajo","48h",22,5.90549273856647
"9147","Gene_179","Control","Higado","Medio","72h",24,5.64082282229826
"9148","Gene_030","DrugA","Higado","Medio","24h",9,12.163862070924
"9149","Gene_193","CRISPR","Higado","Medio","48h",9,4.98537286885873
"9150","Gene_053","RNAi","Musculo","Alto","48h",19,11.6342829322278
"9151","Gene_015","CRISPR","Musculo","Medio","48h",7,8.37737764179486
"9152","Gene_044","RNAi","Musculo","Alto","72h",29,14.5344076671938
"9153","Gene_080","CRISPR","Cerebro","Bajo","72h",17,8.42991496803456
"9154","Gene_172","DrugB","Cerebro","Alto","24h",18,4.73702774814889
"9155","Gene_072","CRISPR","Musculo","Alto","24h",8,8.7341281079139
"9156","Gene_145","CRISPR","Cerebro","Bajo","48h",6,8.36203078019923
"9157","Gene_002","DrugA","Musculo","Bajo","24h",7,5.7241218740594
"9158","Gene_109","Control","Rinon","Bajo","48h",30,11.0072773489584
"9159","Gene_079","DrugA","Cerebro","Alto","24h",2,4.28746918228575
"9160","Gene_065","DrugA","Cerebro","Bajo","24h",7,4.19340692134141
"9161","Gene_072","DrugA","Cerebro","Medio","72h",21,7.6316279019431
"9162","Gene_023","DrugA","Musculo","Alto","24h",9,6.45253715199237
"9163","Gene_088","RNAi","Cerebro","Medio","48h",28,10.986115575955
"9164","Gene_189","RNAi","Cerebro","Medio","72h",21,8.54060901393472
"9165","Gene_199","Control","Cerebro","Bajo","48h",11,5.70488180216407
"9166","Gene_127","CRISPR","Rinon","Bajo","72h",13,11.9788169605834
"9167","Gene_150","RNAi","Higado","Medio","72h",24,7.05918424910986
"9168","Gene_055","Control","Cerebro","Medio","48h",27,6.91438853113361
"9169","Gene_117","DrugA","Higado","Bajo","24h",3,9.98890522825011
"9170","Gene_148","DrugB","Musculo","Alto","72h",11,5.40609341491983
"9171","Gene_041","CRISPR","Musculo","Medio","72h",17,6.38702905843562
"9172","Gene_102","DrugA","Musculo","Bajo","72h",12,9.87678052581589
"9173","Gene_048","DrugB","Higado","Alto","48h",5,4.56019207847554
"9174","Gene_124","RNAi","Rinon","Alto","48h",9,5.22010513584481
"9175","Gene_178","RNAi","Cerebro","Bajo","48h",30,5.23890352105474
"9176","Gene_038","CRISPR","Musculo","Bajo","24h",1,NA
"9177","Gene_023","Control","Higado","Bajo","24h",18,9.82625958274051
"9178","Gene_110","Control","Rinon","Bajo","48h",20,5.87101198265245
"9179","Gene_010","Control","Rinon","Alto","48h",29,9.51146176986596
"9180","Gene_185","CRISPR","Cerebro","Bajo","24h",8,3.66487475182377
"9181","Gene_119","CRISPR","Rinon","Alto","72h",21,11.5556700150841
"9182","Gene_137","DrugB","Cerebro","Bajo","72h",12,2.99998314859969
"9183","Gene_026","DrugB","Cerebro","Alto","48h",5,5.1793116760393
"9184","Gene_011","Control","Cerebro","Medio","24h",11,16.4142828897576
"9185","Gene_153","DrugB","Cerebro","Medio","72h",7,5.99907144863801
"9186","Gene_097","DrugB","Rinon","Bajo","48h",23,6.86911761457982
"9187","Gene_163","DrugB","Rinon","Bajo","72h",3,11.2589571457911
"9188","Gene_137","Control","Musculo","Medio","48h",14,5.73445671990055
"9189","Gene_183","CRISPR","Cerebro","Alto","72h",28,8.13063911928868
"9190","Gene_021","DrugB","Rinon","Medio","48h",28,16.1744368261364
"9191","Gene_098","Control","Musculo","Medio","72h",25,2.8113267357324
"9192","Gene_032","DrugB","Cerebro","Alto","72h",10,10.5384417535809
"9193","Gene_195","CRISPR","Musculo","Alto","72h",21,12.2071297223459
"9194","Gene_110","DrugA","Higado","Bajo","24h",12,5.3377049295746
"9195","Gene_151","DrugB","Cerebro","Bajo","24h",27,8.26308040293403
"9196","Gene_001","CRISPR","Rinon","Alto","48h",30,5.86099649583662
"9197","Gene_199","CRISPR","Cerebro","Bajo","72h",11,6.10159992347155
"9198","Gene_134","RNAi","Higado","Medio","24h",29,5.02523841842508
"9199","Gene_149","RNAi","Rinon","Medio","72h",12,5.96262249691759
"9200","Gene_095","Control","Musculo","Bajo","48h",20,5.80360567651716
"9201","Gene_058","CRISPR","Higado","Alto","24h",18,NA
"9202","Gene_164","DrugA","Rinon","Alto","72h",28,7.44237222591938
"9203","Gene_137","RNAi","Rinon","Bajo","72h",21,8.84368717370926
"9204","Gene_056","DrugB","Cerebro","Medio","48h",14,NA
"9205","Gene_009","Control","Musculo","Bajo","48h",21,7.65724099784257
"9206","Gene_052","RNAi","Higado","Medio","48h",4,8.37089168001919
"9207","Gene_020","CRISPR","Rinon","Bajo","72h",1,6.05082002260965
"9208","Gene_033","Control","Cerebro","Medio","48h",24,4.33189190185861
"9209","Gene_073","DrugB","Musculo","Medio","24h",20,4.06266071531024
"9210","Gene_065","Control","Musculo","Medio","48h",6,8.62658501482151
"9211","Gene_029","Control","Higado","Medio","72h",21,2.38212114782439
"9212","Gene_027","CRISPR","Higado","Medio","48h",10,3.21038898411874
"9213","Gene_125","DrugA","Rinon","Bajo","48h",11,16.968041869353
"9214","Gene_070","CRISPR","Musculo","Bajo","48h",13,11.2974524158072
"9215","Gene_041","Control","Cerebro","Bajo","48h",27,3.05585294191734
"9216","Gene_089","RNAi","Rinon","Alto","24h",22,9.11119304771133
"9217","Gene_088","RNAi","Musculo","Bajo","48h",16,6.06723720969006
"9218","Gene_034","Control","Musculo","Medio","48h",4,6.26843673100203
"9219","Gene_045","DrugB","Rinon","Bajo","48h",7,3.82781018542883
"9220","Gene_143","CRISPR","Cerebro","Bajo","24h",15,10.9479244688024
"9221","Gene_006","RNAi","Cerebro","Bajo","48h",30,11.8863411220411
"9222","Gene_063","CRISPR","Rinon","Medio","72h",23,9.02031449379632
"9223","Gene_069","DrugA","Musculo","Medio","72h",18,8.86881476459689
"9224","Gene_151","DrugB","Musculo","Alto","24h",22,9.32212373376237
"9225","Gene_137","RNAi","Rinon","Bajo","24h",26,10.5246417277387
"9226","Gene_151","DrugB","Higado","Medio","24h",25,13.692746439923
"9227","Gene_019","RNAi","Cerebro","Medio","72h",29,5.402074708442
"9228","Gene_143","DrugA","Rinon","Bajo","24h",10,14.8800581215731
"9229","Gene_030","CRISPR","Cerebro","Alto","24h",26,NA
"9230","Gene_019","RNAi","Musculo","Alto","24h",2,6.85475185628791
"9231","Gene_182","DrugB","Higado","Bajo","72h",29,6.52042339967558
"9232","Gene_064","DrugA","Cerebro","Bajo","24h",17,11.260749724847
"9233","Gene_190","RNAi","Rinon","Alto","72h",3,6.76946053118915
"9234","Gene_148","DrugB","Rinon","Bajo","72h",6,3.31833648488627
"9235","Gene_159","DrugA","Musculo","Bajo","48h",30,4.38877747356937
"9236","Gene_074","Control","Rinon","Alto","24h",5,7.57056737967082
"9237","Gene_154","CRISPR","Musculo","Alto","24h",3,6.81569186958997
"9238","Gene_017","RNAi","Rinon","Alto","72h",4,13.9630524554338
"9239","Gene_058","Control","Higado","Alto","72h",2,4.72356238885435
"9240","Gene_005","RNAi","Rinon","Bajo","48h",16,13.5267679939711
"9241","Gene_140","DrugB","Rinon","Medio","24h",19,5.61111249088199
"9242","Gene_176","DrugA","Cerebro","Bajo","72h",7,24.2411060544095
"9243","Gene_001","DrugA","Higado","Alto","72h",17,5.44363537996503
"9244","Gene_166","CRISPR","Musculo","Bajo","24h",9,3.13130918534098
"9245","Gene_061","DrugA","Higado","Bajo","24h",25,30.7329443936614
"9246","Gene_097","Control","Higado","Bajo","24h",14,6.80584350114406
"9247","Gene_143","RNAi","Musculo","Bajo","24h",18,9.42153631757055
"9248","Gene_063","RNAi","Musculo","Medio","72h",14,4.94173597737932
"9249","Gene_196","Control","Musculo","Medio","24h",12,11.4900191998168
"9250","Gene_053","RNAi","Musculo","Alto","24h",15,10.9155864220527
"9251","Gene_086","CRISPR","Higado","Medio","72h",18,12.5779431314348
"9252","Gene_163","CRISPR","Musculo","Bajo","72h",25,3.74584928223291
"9253","Gene_119","DrugB","Higado","Alto","72h",25,6.4404479626082
"9254","Gene_027","DrugA","Musculo","Alto","24h",15,3.29560296084979
"9255","Gene_130","CRISPR","Higado","Alto","24h",27,10.6630252859287
"9256","Gene_145","RNAi","Cerebro","Medio","24h",4,3.64816188016715
"9257","Gene_155","DrugB","Higado","Medio","24h",29,3.70329087692217
"9258","Gene_061","CRISPR","Higado","Alto","72h",29,18.1532106797717
"9259","Gene_147","RNAi","Musculo","Medio","72h",9,4.27295656856
"9260","Gene_074","DrugA","Musculo","Medio","48h",22,18.7770987020243
"9261","Gene_186","RNAi","Higado","Bajo","72h",14,3.67829750176181
"9262","Gene_124","Control","Rinon","Alto","48h",8,3.52048994296368
"9263","Gene_049","RNAi","Higado","Bajo","72h",29,12.746221012227
"9264","Gene_188","RNAi","Musculo","Medio","72h",21,8.68349259490243
"9265","Gene_024","RNAi","Rinon","Medio","48h",15,6.89506690676442
"9266","Gene_108","RNAi","Rinon","Medio","48h",7,10.2877846583654
"9267","Gene_018","CRISPR","Musculo","Bajo","72h",24,10.2681775614672
"9268","Gene_161","DrugA","Higado","Medio","48h",21,4.36714868744408
"9269","Gene_193","DrugA","Rinon","Alto","72h",19,9.42223367032551
"9270","Gene_189","DrugA","Higado","Bajo","24h",5,3.49618946047237
"9271","Gene_146","Control","Musculo","Medio","72h",1,14.7611334095305
"9272","Gene_063","Control","Higado","Alto","72h",17,3.07975215718387
"9273","Gene_126","RNAi","Higado","Alto","72h",8,11.8482844468593
"9274","Gene_158","Control","Cerebro","Medio","48h",19,11.4690454030696
"9275","Gene_041","CRISPR","Higado","Bajo","72h",20,4.14540628802981
"9276","Gene_035","RNAi","Cerebro","Bajo","48h",22,9.61107977304261
"9277","Gene_176","CRISPR","Rinon","Medio","72h",2,12.3264976248491
"9278","Gene_085","Control","Higado","Medio","72h",25,12.7286307857399
"9279","Gene_142","CRISPR","Higado","Alto","72h",8,5.13818809857783
"9280","Gene_156","DrugB","Higado","Medio","24h",7,5.58579410710147
"9281","Gene_022","DrugB","Cerebro","Bajo","48h",27,5.65621053872151
"9282","Gene_121","CRISPR","Cerebro","Bajo","72h",1,6.15627076560297
"9283","Gene_172","DrugA","Musculo","Alto","72h",19,7.80746518304474
"9284","Gene_016","CRISPR","Musculo","Medio","72h",22,6.49725001974704
"9285","Gene_073","DrugB","Higado","Alto","48h",10,3.4779598429418
"9286","Gene_169","Control","Rinon","Alto","72h",24,5.04107611293838
"9287","Gene_143","DrugA","Rinon","Medio","48h",6,12.0862716746374
"9288","Gene_123","DrugB","Rinon","Medio","72h",12,6.32263042632679
"9289","Gene_120","CRISPR","Cerebro","Alto","24h",16,6.38073407810834
"9290","Gene_026","RNAi","Musculo","Bajo","24h",11,5.68254572181065
"9291","Gene_092","Control","Cerebro","Bajo","24h",25,11.7245442229311
"9292","Gene_150","DrugB","Higado","Alto","24h",10,10.0726240704547
"9293","Gene_126","DrugB","Musculo","Alto","24h",29,10.0409996976198
"9294","Gene_192","DrugB","Rinon","Alto","72h",27,1.77777207545716
"9295","Gene_184","Control","Musculo","Medio","72h",19,9.99391067669844
"9296","Gene_182","DrugB","Higado","Alto","72h",10,9.44637127497593
"9297","Gene_056","CRISPR","Musculo","Medio","72h",27,4.39067672030479
"9298","Gene_160","Control","Higado","Medio","48h",19,8.247103301637
"9299","Gene_152","Control","Musculo","Alto","72h",16,5.11624380859731
"9300","Gene_107","DrugB","Musculo","Alto","48h",20,26.1836579006271
"9301","Gene_192","Control","Musculo","Bajo","72h",27,8.66361831083715
"9302","Gene_053","CRISPR","Musculo","Bajo","48h",29,5.59605152262539
"9303","Gene_142","DrugA","Rinon","Medio","72h",18,13.7828328361488
"9304","Gene_061","DrugA","Cerebro","Bajo","24h",3,7.16268668836631
"9305","Gene_035","CRISPR","Cerebro","Alto","48h",29,6.34656610303984
"9306","Gene_039","CRISPR","Musculo","Bajo","48h",18,6.02947658438533
"9307","Gene_112","DrugB","Rinon","Medio","24h",27,5.52832491671585
"9308","Gene_056","CRISPR","Cerebro","Medio","48h",29,5.7413975046022
"9309","Gene_008","Control","Cerebro","Bajo","24h",20,6.01433649960634
"9310","Gene_063","DrugB","Higado","Bajo","72h",2,20.8458465640156
"9311","Gene_137","RNAi","Musculo","Bajo","24h",30,5.55703511414918
"9312","Gene_086","Control","Cerebro","Alto","24h",1,6.86447586904133
"9313","Gene_120","DrugA","Higado","Medio","72h",3,1.96299098933093
"9314","Gene_197","CRISPR","Rinon","Bajo","48h",25,6.55562466839149
"9315","Gene_132","DrugA","Rinon","Bajo","72h",13,11.5303328318496
"9316","Gene_002","DrugA","Higado","Alto","48h",10,23.8504900550846
"9317","Gene_041","DrugA","Rinon","Medio","48h",26,4.95331769327434
"9318","Gene_145","CRISPR","Rinon","Alto","72h",11,8.54138420521357
"9319","Gene_176","CRISPR","Musculo","Alto","72h",25,8.44964884459029
"9320","Gene_033","Control","Higado","Medio","72h",10,5.54121996150478
"9321","Gene_035","DrugB","Musculo","Medio","24h",24,14.050805237909
"9322","Gene_070","DrugB","Cerebro","Bajo","72h",3,4.22888819320857
"9323","Gene_162","Control","Musculo","Bajo","72h",29,3.27648071616508
"9324","Gene_095","CRISPR","Cerebro","Alto","48h",29,6.13257605051216
"9325","Gene_044","DrugA","Cerebro","Medio","24h",14,3.20883520863532
"9326","Gene_047","DrugA","Higado","Alto","24h",16,7.26456678066401
"9327","Gene_176","Control","Rinon","Bajo","72h",3,8.87329405123128
"9328","Gene_004","CRISPR","Rinon","Bajo","24h",2,5.99129252108648
"9329","Gene_093","CRISPR","Cerebro","Medio","72h",17,14.8691807977279
"9330","Gene_188","Control","Rinon","Bajo","24h",19,9.62422603693794
"9331","Gene_042","DrugB","Higado","Alto","24h",6,7.7787866859338
"9332","Gene_038","DrugB","Rinon","Alto","24h",21,18.7126589320415
"9333","Gene_194","Control","Cerebro","Medio","72h",20,18.6379995408707
"9334","Gene_079","RNAi","Rinon","Alto","48h",9,22.7266445735742
"9335","Gene_029","RNAi","Musculo","Alto","24h",24,2.95961980065591
"9336","Gene_166","Control","Rinon","Bajo","24h",23,NA
"9337","Gene_123","Control","Rinon","Bajo","24h",7,11.6643516466598
"9338","Gene_156","CRISPR","Musculo","Bajo","24h",30,7.37139283703587
"9339","Gene_144","Control","Rinon","Medio","24h",29,6.92934485377118
"9340","Gene_169","CRISPR","Rinon","Alto","48h",13,14.9575914893402
"9341","Gene_081","DrugB","Musculo","Alto","48h",3,9.65551508426189
"9342","Gene_125","Control","Rinon","Alto","72h",17,6.26413104378847
"9343","Gene_163","CRISPR","Higado","Medio","24h",21,8.95734541872829
"9344","Gene_017","CRISPR","Higado","Bajo","24h",9,9.84348352791402
"9345","Gene_066","CRISPR","Cerebro","Alto","24h",24,4.25372743702782
"9346","Gene_077","RNAi","Cerebro","Bajo","24h",24,2.80841256409575
"9347","Gene_021","DrugB","Musculo","Alto","48h",30,6.62584930815212
